Unnamed: 0,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,RC,DRC,PC,DPC,Domain,Vocabulary,Ancestors
,40767046,64335-3,Home patients restarting dialysis after failed transplantation Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,40767042,64331-2,Home patients restarting dialysis Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006548,LP116242-1,Home patients starting dialysis for first time ever,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767040,64329-6,Home patients starting dialysis for first time ever Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006552,LP116246-2,Home patients transferred from other dialysis unit,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767044,64333-8,Home patients transferred from other dialysis unit Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006564,LP116258-7,Home patients who discontinued dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767056,64345-2,Home patients who discontinued dialysis Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006577,LP116271-0,"Home patients who received dialysis other than hemodialysis, CAPD or CCPD at end of reporting period",LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767069,64358-5,"Home patients who received dialysis other than hemodialysis, CAPD or CCPD at end of reporting period Population #",Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006562,LP116256-1,Home patients who transferred to other dialysis unit,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767054,64343-7,Home patients who transferred to other dialysis unit Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,45877854,LA18636-3,Home support - peritoneal dialysis,Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,45885124,LA18635-5,Home training - peritoneal dialysis,Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,42535587,432621000124105,Hospital admission from dialysis facility,Procedure,Standard,08/31/2012,12/30/2099,0,0,0,0,Observation,SNOMED,
,4164916,4563007,"Hospital admission, transfer from other hospital or health care facility",Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Observation,SNOMED,
,763147,436561000124101,Hospital-based dialysis facility,Location,Non-Standard,08/31/2013,12/30/2099,0,0,0,0,Observation,SNOMED,
,4195440,79231000,Hydrothorax,Disorder,Standard,01/30/2002,12/30/2099,"2,473","2,927",0,0,Condition,SNOMED,
,37017445,713721008,Hydrothorax as complication of peritoneal dialysis,Disorder,Standard,01/30/2016,12/30/2099,0,0,0,0,Condition,SNOMED,
,435511,66931009,Hypercalcemia,Disorder,Standard,01/30/2002,12/30/2099,"18,744,700","18,756,856",0,0,Condition,SNOMED,
,4227897,88351001,Hypercalcemia associated with chronic dialysis,Disorder,Standard,01/30/2002,12/30/2099,200,200,0,0,Condition,SNOMED,
,4126125,236541008,Hyperchloremic acidosis associated with dialysis,Disorder,Standard,01/30/2002,12/30/2099,0,0,0,0,Condition,SNOMED,
,133729,66999008,Hyperparathyroidism,Disorder,Standard,01/30/2002,12/30/2099,"11,225,983","106,404,669",0,0,Condition,SNOMED,
,36713020,16218721000119107,Hyperparathyroidism due to end stage renal disease on dialysis,Disorder,Standard,01/30/2017,12/30/2099,100,100,0,0,Condition,SNOMED,
,133810,19034001,Hyperparathyroidism due to renal insufficiency,Disorder,Standard,01/30/2002,12/30/2099,"30,807,981","30,808,081",0,0,Condition,SNOMED,
,4223616,421961002,Hypersensitivity reaction,Disorder,Standard,07/30/2006,12/30/2099,"3,682","8,926,901",0,0,Observation,SNOMED,
,45772751,704667004,Hypertension concurrent and due to end stage renal disease on dialysis,Disorder,Standard,01/30/2015,12/30/2099,201,501,0,0,Condition,SNOMED,
,45757393,128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus,Disorder,Standard,01/30/2015,12/30/2099,100,100,0,0,Condition,SNOMED,
,45757392,127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,Disorder,Standard,01/30/2015,12/30/2099,200,200,0,0,Condition,SNOMED,
,45771067,71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,Disorder,Standard,01/30/2015,12/30/2099,200,300,0,0,Condition,SNOMED,
,45771064,71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,Disorder,Standard,01/30/2015,12/30/2099,612,"1,861",0,0,Condition,SNOMED,
,316866,38341003,Hypertensive disorder,Disorder,Standard,01/30/2002,12/30/2099,"52,341,147","2,611,486,008",0,0,Condition,SNOMED,
,44784621,8501000119104,Hypertensive heart and chronic kidney disease,Disorder,Standard,01/30/2014,12/30/2099,"5,171,987","8,721,140",0,0,Condition,SNOMED,
,44784637,96701000119107,Hypertensive heart AND chronic kidney disease on dialysis,Disorder,Standard,01/30/2014,12/30/2099,200,200,0,0,Condition,SNOMED,
,443919,49220004,Hypertensive renal failure,Disorder,Standard,01/30/2002,12/30/2099,"14,090,064","56,117,494",0,0,Condition,SNOMED,
,4306572,389086002,Hypoxia,Disorder,Standard,01/30/2003,12/30/2099,"645,509","659,590",0,0,Condition,SNOMED,
,444199,12456005,Iatrogenic disorder,Disorder,Standard,01/30/2002,12/30/2099,"2,524","8,805,853",0,0,Condition,SNOMED,
,4210062,326414006,Icodextrin peritoneal dialysis solution,Pharma/Biol Product,Standard,01/30/2002,12/30/2099,0,0,0,0,Device,SNOMED,
,4146738,3014005,Id reaction,Disorder,Standard,01/30/2002,12/30/2099,"211,563","214,199",0,0,Condition,SNOMED,
,21490791,76046-2,IEEE 11073 Rosetta body measurement panel,Clinical Observation,Standard,06/23/2016,12/30/2099,0,"1,401,272,387",0,0,Measurement,LOINC,
,37152703,1196993005,Imaging guided repositioning of peritoneal dialysis catheter,Procedure,Standard,02/27/2022,12/30/2099,0,0,0,0,Procedure,SNOMED,
,3028829,43110-6,Immunoglobulin light chains panel - 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"1,200","585,828",0,0,Measurement,LOINC,
,40481167,444887005,Inadequate flow to support prescribed dialysis blood flow,Clinical Finding,Standard,07/30/2010,12/30/2099,294,294,0,0,Observation,SNOMED,
,45773389,702635003,Inadequate hemodialysis,Disorder,Standard,07/30/2014,12/30/2099,100,100,0,0,Condition,SNOMED,
,45763579,601000124107,Inadequate monitoring of dose delivery of peritoneal dialysis,Clinical Finding,Standard,02/28/2011,12/30/2099,0,0,0,0,Observation,SNOMED,
,45765649,702634004,Inadequate peritoneal dialysis,Disorder,Standard,07/30/2014,12/30/2099,0,0,0,0,Condition,SNOMED,
,1006544,LP116238-9,Incenter dialysis patients at beginning of reporting period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767036,64325-4,Incenter dialysis patients at beginning of reporting period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006565,LP116259-5,Incenter dialysis patients lost to follow up,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767057,64346-0,Incenter dialysis patients lost to follow up Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006591,LP116285-0,Incenter dialysis patients receiving treatments other than hemodialysis including training treatments,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767084,64373-4,Incenter dialysis patients receiving treatments other than hemodialysis including training treatments Population # [Reported],Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006555,LP116249-6,Incenter dialysis patients who died,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767047,64336-1,Incenter dialysis patients who died Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006559,LP116253-8,Incenter dialysis patients who received transplant,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767051,64340-3,Incenter dialysis patients who received transplant Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006557,LP116251-2,Incenter dialysis patients who recovered kidney function,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767049,64338-7,Incenter dialysis patients who recovered kidney function Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006570,LP116264-5,Incenter patients in self-dialysis Continuous Ambulatory Peritoneal Dialysis (CAPD) training at end of reporting period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767062,64351-0,Incenter patients in self-dialysis Continuous Ambulatory Peritoneal Dialysis (CAPD) training at end of reporting period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006571,LP116265-2,Incenter patients in self-dialysis Continuous Cyclic Peritoneal Dialysis (CCPD) training at end of reporting period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767063,64352-8,Incenter patients in self-dialysis Continuous Cyclic Peritoneal Dialysis (CCPD) training at end of reporting period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006569,LP116263-7,Incenter patients in self-dialysis hemodialysis training at end of reporting period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767061,64350-2,Incenter patients in self-dialysis hemodialysis training at end of reporting period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006572,LP116266-0,"Incenter patients in self-dialysis training other than hemodialysis, CAPD or CCPD at end of reporting period",LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767064,64353-6,"Incenter patients in self-dialysis training other than hemodialysis, CAPD or CCPD at end of reporting period Population #",Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006568,LP116262-9,Incenter patients receiving dialysis other than hemodialysis at end of reporting period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767060,64349-4,Incenter patients receiving dialysis other than hemodialysis at end of reporting period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006549,LP116243-9,Incenter patients restarting dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,1006553,LP116247-0,Incenter patients restarting dialysis after failed transplantation,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767045,64334-6,Incenter patients restarting dialysis after failed transplantation Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,40767041,64330-4,Incenter patients restarting dialysis Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006547,LP116241-3,Incenter patients starting dialysis for first time ever,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767039,64328-8,Incenter patients starting dialysis for first time ever Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006551,LP116245-4,Incenter patients transferred from other dialysis unit,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767043,64332-0,Incenter patients transferred from other dialysis unit Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006563,LP116257-9,Incenter patients who discontinued dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767055,64344-5,Incenter patients who discontinued dialysis Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006561,LP116255-3,Incenter patients who transferred to other dialysis unit,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767053,64342-9,Incenter patients who transferred to other dialysis unit Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,4186119,41457005,Incision of peritoneum,Procedure,Standard,01/30/2002,12/30/2099,"141,527","162,257",0,0,Procedure,SNOMED,
,46270524,381000124105,Increase dialyzer size for hemodialysis,Procedure,Standard,02/28/2011,12/30/2099,0,0,0,0,Procedure,SNOMED,
,45769371,708008000,Increase exchange volume of peritoneal dialysis,Procedure,Standard,01/30/2015,12/30/2099,0,0,0,0,Procedure,SNOMED,
,45757811,451000124109,Increase in hemodialysis blood flow,Clinical Finding,Standard,02/28/2011,12/30/2099,100,100,0,0,Observation,SNOMED,
,45757814,461000124106,Increase in hemodialysis dialyzer size,Clinical Finding,Standard,02/28/2011,12/30/2099,0,0,0,0,Observation,SNOMED,
,45763545,471000124104,Increase in hemodialysis session time,Clinical Finding,Standard,02/28/2011,12/30/2099,100,100,0,0,Observation,SNOMED,
,764695,541000124108,Increase number of perfusion exchanges per 24 hours,Procedure,Standard,02/28/2011,12/30/2099,0,0,0,0,Procedure,SNOMED,
,45769372,708009008,Increase number of perfusion exchanges per 24 hours of peritoneal dialysis,Procedure,Standard,01/30/2015,12/30/2099,0,0,0,0,Procedure,SNOMED,
,1011596,LP149762-9,Infected dialysis site,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,42870412,71473-3,Infected dialysis site [ESRD],Survey,Standard,04/17/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,440276,31871009,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",Disorder,Standard,01/30/2002,12/30/2099,"14,358,625","17,182,282",0,0,Condition,SNOMED,
,4258835,440653007,Infection associated with catheter,Disorder,Standard,01/30/2009,12/30/2099,200,"1,177,764",0,0,Condition,SNOMED,
,43021258,473048005,Infection associated with implant,Disorder,Standard,01/30/2013,12/30/2099,"1,422,315","1,515,724",0,0,Condition,SNOMED,
,43021985,473069007,Infection associated with peritoneal dialysis catheter,Disorder,Standard,01/30/2013,12/30/2099,"194,956","196,490",0,0,Condition,SNOMED,
,43021283,473083009,Infection associated with vascular device,Disorder,Standard,01/30/2013,12/30/2099,"1,453,481","2,399,550",0,0,Condition,SNOMED,
,46271136,709188009,Infection caused by Tenckhoff catheter,Disorder,Standard,07/30/2015,12/30/2099,0,0,0,0,Condition,SNOMED,
,4298121,77248004,Infection control procedure,Procedure,Standard,01/30/2002,12/30/2099,"574,527","3,145,541",0,0,Procedure,SNOMED,
,4331670,431193003,Infection of bloodstream,Disorder,Standard,07/30/2008,12/30/2099,224,"950,423",0,0,Condition,SNOMED,
,42537495,736918003,Infection of bloodstream co-occurrent and due to hemodialysis catheter in situ,Disorder,Standard,01/30/2018,12/30/2099,0,0,0,0,Condition,SNOMED,
,42537540,736984007,Infection of bloodstream co-occurrent and due to temporary hemodialysis catheter in situ,Disorder,Standard,01/30/2018,12/30/2099,0,0,0,0,Condition,SNOMED,
,42537497,736920000,Infection of bloodstream co-occurrent and due to tunneled hemodialysis catheter in situ,Disorder,Standard,01/30/2018,12/30/2099,0,0,0,0,Condition,SNOMED,
,40487398,446340009,Infection of catheter exit site,Disorder,Standard,01/30/2011,12/30/2099,0,"1,167",0,0,Condition,SNOMED,
,44810120,866951000000102,Infection of dialysis arteriovenous shunt,Disorder,Standard,03/31/2013,12/30/2099,0,0,0,0,Condition,SNOMED,
,44809905,865781000000101,Infection of dialysis vascular access,Disorder,Standard,03/31/2013,12/30/2099,100,100,0,0,Condition,SNOMED,
,764921,841000124105,Infection of hemodialysis catheter,Disorder,Standard,07/31/2011,12/30/2099,100,100,0,0,Condition,SNOMED,
,37395728,715272002,Infection of hemodialysis catheter exit site,Disorder,Standard,07/30/2016,12/30/2099,100,100,0,0,Condition,SNOMED,
,764924,851000124107,Infection of hemodialysis temporary catheter,Disorder,Standard,07/31/2011,12/30/2099,0,0,0,0,Condition,SNOMED,
,764914,831000124100,Infection of hemodialysis tunneled catheter,Disorder,Standard,07/31/2011,12/30/2099,100,100,0,0,Condition,SNOMED,
,4330222,430958003,Infection of peritoneal dialysis catheter,Disorder,Standard,07/30/2008,12/30/2099,267,"1,334",0,0,Condition,SNOMED,
,42870398,71459-2,Infection panel [ESRD],Survey,Standard,04/17/2012,12/30/2099,0,"2,143,762",0,0,Observation,LOINC,
,4028062,128070006,Infectious disease of abdomen,Disorder,Standard,01/30/2002,12/30/2099,"4,774","113,115,488",0,0,Condition,SNOMED,
,4028265,128402005,Infectious disease of cardiovascular system,Disorder,Standard,01/30/2002,12/30/2099,"18,718","5,599,570",0,0,Condition,SNOMED,
,443796,129129003,Infectious peritonitis,Disorder,Standard,01/30/2002,12/30/2099,"71,175","2,234,344",0,0,Condition,SNOMED,
,43021990,473088000,Inflammation associated with device,Disorder,Standard,01/30/2013,12/30/2099,100,"556,338",0,0,Condition,SNOMED,
,4238836,57274006,Initial hemodialysis,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,45882081,LA11361-5,"Injection, peritoneal dialysis port",Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,42536888,735912006,Injury due to procedure,Disorder,Standard,01/30/2018,12/30/2099,0,"123,252",0,0,Condition,SNOMED,
,192763,57662003,Injury of blood vessel,Disorder,Standard,01/30/2002,12/30/2099,"74,091","41,348,361",0,0,Condition,SNOMED,
,4267880,61740001,"Insertion of cannula for hemodialysis, vein to vein",Procedure,Standard,01/30/2002,12/30/2099,"1,571","204,213",0,0,Procedure,SNOMED,
,4108838,180272001,Insertion of chronic ambulatory peritoneal dialysis catheter,Procedure,Standard,01/30/2002,12/30/2099,804,"122,349",0,0,Procedure,SNOMED,
,46270107,14030001000004108,Insertion of dialysis catheter into femoral vein,Procedure,Standard,07/30/2015,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4333905,432509002,Insertion of dialysis catheter using Doppler ultrasound guidance,Procedure,Standard,07/30/2008,12/30/2099,"3,487","3,487",0,0,Procedure,SNOMED,
,37156340,1172563000,Insertion of peritoneal dialysis catheter,Procedure,Standard,09/29/2021,12/30/2099,0,"124,070",0,0,Procedure,SNOMED,
,4162330,432654009,Insertion of peritoneal dialysis catheter using fluoroscopy guidance,Procedure,Standard,07/30/2008,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4049820,233484003,Insertion of stent into arteriovenous fistula,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4107732,180277007,Insertion of temporary peritoneal dialysis catheter,Procedure,Standard,01/30/2002,12/30/2099,"1,621","1,621",0,0,Procedure,SNOMED,
,4160832,431781000,Insertion of tunneled dialysis catheter using fluoroscopic guidance,Procedure,Standard,07/30/2008,12/30/2099,744,744,0,0,Procedure,SNOMED,
,4296228,386141001,Insertion site,Morph Abnormality,Standard,01/30/2003,12/30/2099,0,200,0,0,Observation,SNOMED,
,4160709,431398002,Insertion using fluoroscopic guidance,Procedure,Standard,07/30/2008,12/30/2099,886,"3,204,265",0,0,Procedure,SNOMED,
,4089850,251863003,Instantaneous clearance,Observable Entity,Standard,01/30/2002,12/30/2099,0,0,0,0,Measurement,SNOMED,
,45877631,LA11384-7,"Instillation, continuous ambulatory peritoneal dialysis port",Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,45879917,LA11409-2,"Instillation, peritoneal dialysis port",Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,42538949,861000124109,Interdialytic time,Observable Entity,Standard,07/31/2011,12/30/2099,0,0,0,0,Measurement,SNOMED,
,42869895,70951-9,Interdialytic time [ESRD],Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,4052538,233587008,Intermittent hemodiafiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4051326,233575001,Intermittent hemodialysis,Procedure,Standard,01/30/2002,12/30/2099,"2,203","2,203",0,0,Procedure,SNOMED,
,1989285,99737-9,Intermittent hemodialysis panel,Clinical Observation,Standard,02/15/2022,12/30/2099,0,"1,353",0,0,Measurement,LOINC,
,4050862,233577009,Intermittent hemodialysis with continuous ultrafiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4051327,233576000,Intermittent hemodialysis with sequential ultrafiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4050865,233582002,Intermittent hemofiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4080171,238321006,Intermittent peritoneal dialysis,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4229310,358232001,Intermittent peritoneal dialysis solution,Pharma/Biol Product,Standard,01/30/2002,12/30/2099,0,0,0,0,Device,SNOMED,
,4082257,182753006,Intestinal dialysis,Procedure,Standard,01/30/2002,12/30/2099,100,100,0,0,Procedure,SNOMED,
,4299644,77437008,Intestinal obstruction due to a procedure,Disorder,Standard,01/30/2002,12/30/2099,"59,731","61,224",0,0,Condition,SNOMED,
,4049962,233595007,Intravenous gas exchange,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4194653,67889009,Irrigation,Procedure,Standard,01/30/2002,12/30/2099,"15,254","80,982,415",0,0,Procedure,SNOMED,
,37158374,1258878005,Irrigation of Tenckhoff catheter,Procedure,Standard,11/29/2022,12/30/2099,0,0,0,0,Procedure,SNOMED,
,42870449,71511-0,Isolation stations Dialysis facility # [ESRD],Survey,Standard,04/30/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,40770929,68338-3,Is patient expected to complete training,Survey,Standard,09/12/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,198124,90708001,Kidney disease,Disorder,Standard,01/30/2002,12/30/2099,"9,209,673","1,394,901,291",0,0,Condition,SNOMED,
,1006603,LP116297-5,Kidney transplant center dialysis patients who are awaiting a kidney transplant at end of period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767096,64385-8,Kidney transplant center dialysis patients who are awaiting a kidney transplant at end of period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1006604,LP116298-3,Kidney transplant center non-dialysis patients who are awaiting a kidney transplant at end of period,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40767097,64386-6,Kidney transplant center non-dialysis patients who are awaiting a kidney transplant at end of period Population #,Survey,Standard,04/13/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,1761570,100203-9,Knee Society Score post-op panel [Knee Society Score],Survey,Standard,08/07/2022,12/30/2099,0,"1,386,153,605",0,0,Observation,LOINC,
,1761451,100159-3,Knee Society Score pre-op panel [Knee Society Score],Survey,Standard,08/07/2022,12/30/2099,0,"1,386,153,605",0,0,Observation,LOINC,
,45767079,704376002,Knowledge level about peritoneal dialysis,Observable Entity,Standard,01/30/2015,12/30/2099,0,0,0,0,Observation,SNOMED,
,4224781,405117005,Knowledge level: treatment regimen,Observable Entity,Standard,01/30/2004,12/30/2099,0,100,0,0,Observation,SNOMED,
,4089853,251868007,kt/V,Observable Entity,Standard,01/30/2002,12/30/2099,"4,011","4,011",0,0,Measurement,SNOMED,
,37208931,1110501000000104,Kt/V (clearance multiplied by time divided by volume) by combined peritoneal dialysate and urine method,Observable Entity,Standard,05/31/2019,12/30/2099,0,0,0,0,Measurement,SNOMED,
,37208932,1110511000000102,Kt/V (clearance multiplied by time divided by volume) for haemodialysis,Observable Entity,Standard,05/31/2019,12/30/2099,0,0,0,0,Measurement,SNOMED,
,42869905,70961-8,Kt/V.Hemodialysis,Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,42869909,70965-9,Kt/V.Hemodialysis [Daugirdas II],Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,42870284,71342-0,Kt/V.Hemodialysis [Derived],Survey,Standard,03/21/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,42869910,70966-7,Kt/V.Hemodialysis [UKM],Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,4090318,251873001,kt/V - iteration,Observable Entity,Standard,01/30/2002,12/30/2099,0,0,0,0,Measurement,SNOMED,
,4092506,251874007,kt/V - log ratio,Observable Entity,Standard,01/30/2002,12/30/2099,0,0,0,0,Measurement,SNOMED,
,42869904,70960-0,Kt/V.Peritoneal Dialysis,Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,1019788,LP286323-3,Kt/V.Peritoneal Dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,45879993,LA18617-3,Kt/V (peritoneal dialysis adequacy index),Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,42869907,70963-4,Kt/V.Peritoneal Dialysis [Hume],Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,42870283,71341-2,Kt/V.Peritoneal Dialysis [Percent of body weight],Survey,Standard,03/21/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,42869908,70964-2,Kt/V.Peritoneal Dialysis [Watson],Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,36304367,89543-3,Laboratory ask at order entry panel,Lab Test,Standard,06/14/2018,12/30/2099,0,"1,393,891,114",0,0,Measurement,LOINC,
,40771521,68996-8,Laboratory - end stage renal disease form 2728,Survey,Standard,10/03/2011,12/30/2099,0,"1,443,359,654",0,0,Observation,LOINC,
,4264984,364712009,Laboratory test observable,Observable Entity,Standard,01/30/2002,12/30/2099,"26,513,657","586,795,913",0,0,Measurement,SNOMED,
,36208195,LP248770-2,Lab terms not yet categorized,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,"7,186,248,377",0,0,Observation,LOINC,
,37057167,LP383076-9,Lactate dehydrogenase | Dialysis fluid | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37049467,LP383077-7,Lactate dehydrogenase | Dialysis fluid peritoneal | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3015738,5921-2,Lactate dehydrogenase [Enzymatic activity/volume] in Dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,21493427,81430-1,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal dialysis fluid by Lactate to pyruvate reaction,Lab Test,Standard,06/23/2016,12/30/2099,0,0,0,0,Measurement,LOINC,
,4012918,11274001,Lactate dehydrogenase measurement,Procedure,Standard,01/30/2002,12/30/2099,"1,755,621","20,697,128",0,0,Measurement,SNOMED,
,37067005,LP385569-1,Lactate | Dialysis fluid | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,4233284,358356000,Lactate free continuous hemodialysis solution,Pharma/Biol Product,Standard,01/30/2002,12/30/2099,0,0,0,0,Device,SNOMED,
,4233285,358358004,Lactate free hemofiltration solution,Pharma/Biol Product,Standard,01/30/2002,12/30/2099,0,0,0,0,Device,SNOMED,
,40759052,55931-0,Lactate [Moles/volume] in Dialysis fluid,Lab Test,Standard,06/18/2009,12/30/2099,0,0,0,0,Measurement,LOINC,
